DEPTH,DT,GR,LLD,LLS,PHIE,PHIT,RHOB,SW,TNPH,VWCL
1319.1744,130.6167,63.4215,5.0974,6.2971,0.239997,0.339868,2.0867,0.8752,0.5094,0.3809
1319.3268,124.4448,68.976,4.9085,6.367,0.239702,0.325714,2.1098,0.9577,0.47,0.3281
1319.4792,119.7209,72.3721,4.7866,6.3894,0.227412,0.310568,2.1375,0.999,0.4477,0.3172
1319.6316,115.9378,71.9963,4.9417,6.7637,0.197579,0.292935,2.1738,0.9855,0.4474,0.3637
1319.784,116.1676,73.5745,5.105,6.986,0.192031,0.293053,2.175,0.9494,0.4569,0.3853
1319.9364,117.015,72.5065,5.2472,7.2425,0.19133,0.296464,2.1696,0.8967,0.4677,0.401
1320.0888,117.4497,72.6772,5.2465,7.1713,0.194646,0.300306,2.1625,0.8634,0.473,0.403
1320.2412,119.9726,70.007,5.4387,6.9535,0.188849,0.30049,2.1637,0.8568,0.4831,0.4258
1320.3936,122.4129,71.8886,5.3931,6.6848,0.177141,0.304153,2.1607,0.8101,0.5128,0.4845
1320.546,123.2284,73.6598,5.351,6.0951,0.166358,0.313316,2.1486,0.8196,0.5565,0.5605
1320.6984,123.5216,71.099,5.0544,5.5994,0.176829,0.317632,2.1389,0.8819,0.5514,0.5371
1320.8508,124.7401,72.4257,5.3726,5.8847,0.187561,0.320283,2.1319,0.8852,0.541,0.5062
1321.0032,124.3137,73.6145,6.3232,6.7494,0.211646,0.317544,2.1302,0.674,0.4934,0.4039
1321.1556,123.8326,82.3213,6.6568,7.1325,0.206956,0.318653,2.1296,0.7413,0.5043,0.426
1321.308,123.4962,86.0209,7.346,7.9945,0.229195,0.318433,2.1243,0.7714,0.4669,0.3404
1321.4604,125.9469,83.5755,7.5502,9.0048,0.242296,0.327214,2.1067,0.6729,0.4699,0.3239
1321.6128,129.655,75.5026,7.0572,7.9709,0.278254,0.346406,2.0663,0.6961,0.4644,0.2599
1321.7652,130.0659,71.7111,7.0714,7.6496,0.275855,0.35527,2.0526,0.711,0.4934,0.3029
1321.9176,132.5968,68.3464,7.5173,7.7663,0.236853,0.329365,2.1046,0.7457,0.485,0.3529
1322.07,133.1972,64.4215,7.6245,7.8016,0.187836,0.297741,2.1684,0.8038,0.4771,0.4192
1322.2224,128.5,58.3367,8.3755,8.7537,0.104102,0.25369,2.2613,0.7012,0.4916,0.5706
1322.3748,130.4016,60.3738,8.3614,8.2202,0.050604,0.230232,2.2743,0.7432,0.5381,0.6851
1322.5272,134.344,64.9601,5.7129,5.619,0.000768,0.234026,2.2163,0.9507,0.6712,0.8897
1322.6796,136.12,66.1983,4.7602,4.6877,0.000373,0.239975,2.166,1.0,0.7138,0.9139
1322.832,139.8421,66.9514,4.7476,4.3575,0.002135,0.229218,2.1145,1.0,0.7229,0.8661
1322.9844,140.5867,67.4646,4.9863,4.3983,0.021004,0.216412,2.1145,1.0,0.6655,0.7453
1323.1368,139.3378,71.1836,5.1682,4.5123,0.026664,0.217672,2.1152,1.0,0.6571,0.7285
1323.2892,138.9911,73.379,5.2154,4.4667,0.059377,0.23614,2.1132,1.0,0.6324,0.6742
1323.4416,138.2903,75.3476,5.0317,4.3431,0.06079,0.236998,2.1127,1.0,0.6318,0.6721
1323.594,137.1447,77.0548,4.965,4.2302,0.077737,0.248904,2.1153,1.0,0.621,0.6529
1323.7464,132.6984,73.543,4.7444,4.114,0.134447,0.291877,2.1322,0.98,0.5857,0.6005
1323.8988,130.2893,73.561,4.7567,4.1974,0.174344,0.309975,2.1519,0.9995,0.5339,0.5173
1324.0512,129.132,74.4472,4.9481,4.409,0.159017,0.2949,2.1804,1.0,0.5168,0.5183
1324.2036,125.7102,76.4882,5.4293,4.7968,0.115806,0.27693,2.218,0.9711,0.5393,0.6146
1324.356,125.8567,74.8941,5.4951,4.9516,0.043973,0.227216,2.2244,1.0,0.5755,0.6989
1324.5084,131.6171,69.6059,5.3698,5.1733,0.157828,0.304592,2.163,0.93,0.5473,0.5598
1324.6608,136.29,63.46,6.1406,5.8234,0.078336,0.131068,2.0306,0.9366,0.592,0.2011
1324.8132,150.224,53.1419,8.837,8.5808,0.0,0.0,1.6878,1.0,0.6845,0.0
1324.9656,153.0616,47.6115,10.4374,10.5403,0.0,0.0,1.5252,1.0,1.0332,0.0
1325.118,146.9592,43.7983,8.9982,9.239,0.0,0.0,1.4908,1.0,0.9086,0.0
1325.2704,140.1508,48.6419,8.0521,8.3964,0.0,0.0,1.6455,1.0,0.7094,0.0
1325.4228,125.0197,62.7674,8.3184,8.3011,0.351056,0.387956,1.9423,0.6664,0.4844,0.1407
1325.5752,118.1227,68.2297,8.8841,8.776,0.28947,0.347852,2.0611,0.7045,0.4499,0.2227
1325.7276,117.9696,71.2403,10.4265,11.141,0.245163,0.314586,2.1265,0.7151,0.4296,0.2648
1325.88,118.5135,70.9459,13.1721,14.7886,0.266734,0.322885,2.1075,0.6174,0.4172,0.2142
1326.0324,119.131,73.1398,18.9857,21.2029,0.271627,0.332561,2.0903,0.488,0.4365,0.2324
1326.1848,119.5318,73.1029,17.8657,20.788,0.269258,0.33484,2.0872,0.4863,0.4469,0.2501
1326.3372,120.3597,67.6689,19.5762,23.5029,0.274,0.342101,2.0737,0.4574,0.4598,0.2598
1326.4896,121.115,67.7034,23.5933,28.4145,0.293468,0.347503,2.0577,0.3259,0.4442,0.2061
1326.642,121.9204,65.1674,31.8436,37.493,0.311561,0.357478,2.0364,0.308,0.4426,0.1751
1326.7944,121.9411,65.7123,30.6891,40.6577,0.325105,0.362114,2.0254,0.3164,0.4332,0.1412
1326.9468,121.7427,66.7953,29.5788,40.1347,0.317103,0.365111,2.0229,0.3303,0.4547,0.1831
1327.0992,121.6734,69.5268,28.1853,39.4494,0.318334,0.366113,2.021,0.3328,0.4555,0.1822
1327.2516,121.8513,72.4843,27.5683,39.376,0.321597,0.36678,2.019,0.3311,0.452,0.1723
1327.404,122.8303,78.9718,25.8026,39.1245,0.336337,0.367615,2.0137,0.3283,0.4301,0.1193
1327.5564,124.2361,78.6679,28.0679,39.102,0.335396,0.369274,2.0108,0.3015,0.4366,0.1292
1327.7088,124.773,75.4999,25.5017,32.6529,0.316861,0.366669,2.0203,0.3217,0.4596,0.19
1327.8612,124.0157,70.7197,21.9819,26.4892,0.307124,0.361219,2.0323,0.3512,0.46,0.2063
1328.0136,125.9425,69.0144,15.5247,16.8422,0.292934,0.361008,2.038,0.4483,0.4818,0.2596
1328.166,124.7673,69.391,12.6767,12.9709,0.280116,0.360041,2.0436,0.4961,0.4999,0.3049
1328.3184,124.6618,70.5371,9.5113,8.863,0.244758,0.350059,2.06,0.6179,0.5357,0.4016
1328.4708,126.1103,68.1973,9.2158,8.7938,0.238335,0.342098,2.0835,0.665,0.5184,0.3958
1328.6232,124.6495,72.9015,11.8458,11.349,0.21227,0.328086,2.1129,0.5297,0.5221,0.4417
1328.7756,126.3542,74.6768,12.6792,11.6876,0.193611,0.318064,2.1339,0.5366,0.5248,0.4747
1328.928,128.68,80.2895,8.1769,7.6768,0.150878,0.299687,2.1747,0.7275,0.5438,0.5676
1329.0804,132.5324,75.3713,6.7014,6.423,0.108571,0.271881,2.199,0.9435,0.555,0.6229
1329.2328,134.6625,70.3339,6.1005,5.9194,0.029688,0.221386,2.2362,1.0,0.5835,0.7312
1329.3852,134.8515,67.9807,5.9161,5.6765,0.00177,0.231143,2.2548,1.0,0.6404,0.8749
1329.5376,138.972,77.5547,5.7003,5.5059,0.000899,0.237029,2.2476,1.0,0.6571,0.9007
1329.69,142.3345,81.1398,5.6407,5.6207,0.0001,0.261114,2.2254,1.0,0.7348,0.9956
1329.8424,137.4248,80.0464,6.0431,6.0492,0.0001,0.262276,2.2687,0.9397,0.745,1.0
1329.9948,136.6553,72.8455,5.98,6.4219,0.0001,0.262276,2.322,0.9821,0.6724,1.0
1330.1472,131.1073,69.4379,6.4046,7.0304,0.000417,0.237351,2.3131,0.8403,0.618,0.9037
1330.2996,128.9628,70.0847,6.9802,7.4095,0.001633,0.22736,2.2743,0.8544,0.6217,0.861
1330.452,129.316,71.1708,6.643,6.4067,0.000381,0.240794,2.2907,0.8546,0.6382,0.917
1330.6044,111.6779,71.2419,5.303,5.332,0.0001,0.235307,2.4498,0.999,0.5304,0.8971
1330.7568,109.3024,67.9656,5.4146,5.3952,0.0001,0.259017,2.5843,0.9661,0.5034,0.9876
1330.9092,109.8935,71.0142,5.4431,5.2672,0.0001,0.261206,2.593,0.873,0.4999,0.9959
1331.0616,118.4078,77.4203,5.2022,4.8799,0.0001,0.239313,2.4944,0.9806,0.5101,0.9124
1331.214,126.0719,85.3354,4.7204,4.3985,0.042642,0.225516,2.2918,1.0,0.5331,0.6975
1331.3664,124.3671,87.003,4.6211,4.3991,0.081154,0.251584,2.244,1.0,0.5402,0.6501
1331.5188,125.1649,84.7428,4.6662,4.4317,0.040673,0.224836,2.2238,1.0,0.5775,0.7024
1331.6712,125.1842,84.7428,4.6439,4.3937,0.009935,0.216089,2.2199,1.0,0.6198,0.7863
1331.8236,125.0008,81.4462,4.5587,4.293,0.016056,0.214234,2.2198,1.0,0.6054,0.7559
1331.976,123.5106,78.964,4.4847,4.2686,0.00986,0.214751,2.229,1.0,0.6119,0.7815
1332.1284,120.8692,74.8118,4.6874,4.4589,0.019207,0.215809,2.268,1.0,0.5728,0.7499
1332.2808,119.95,75.3635,4.9309,4.6793,0.003437,0.222648,2.3191,1.0,0.5822,0.8361
1332.4332,108.8781,74.6376,5.1865,4.9109,0.0001,0.258332,2.4138,0.9966,0.5944,0.985
1332.5856,107.0113,71.2232,5.1651,4.9164,0.0001,0.262111,2.4896,0.9998,0.5591,0.9994
1332.738,107.7756,72.1534,5.2558,5.0099,0.0001,0.262276,2.5299,0.9843,0.5641,1.0
1332.8904,106.8195,73.7948,5.3282,5.0236,0.0001,0.237875,2.4872,0.9763,0.5122,0.9069
1333.0428,121.7359,81.6206,5.1742,4.8968,0.011218,0.210974,2.3601,1.0,0.5216,0.7619
1333.1952,123.2558,82.6022,5.0539,4.7141,0.061957,0.237931,2.2858,1.0,0.5243,0.6712
1333.3476,124.8068,81.9536,4.9026,4.536,0.053124,0.231854,2.2622,1.0,0.5439,0.6817
1333.5,125.4438,84.5199,4.9152,4.4239,0.054705,0.232885,2.2409,1.0,0.5561,0.6796
1333.6524,127.144,86.2698,4.7776,4.3412,0.075443,0.247297,2.2225,1.0,0.556,0.6555
1333.8048,128.3086,85.9076,4.5899,4.2613,0.087051,0.255755,2.2001,1.0,0.5641,0.6435
1333.9572,128.4465,87.171,4.5765,4.2188,0.13512,0.286838,2.1995,1.0,0.5337,0.5787
1334.1096,128.0774,81.6343,4.6607,4.2259,0.128348,0.278429,2.2149,1.0,0.5212,0.5724
1334.262,125.2132,79.7912,4.7507,4.275,0.105138,0.260163,2.2505,1.0,0.5082,0.5913
1334.4144,118.0142,68.695,4.9312,4.5998,0.045074,0.22604,2.3196,1.0,0.5125,0.6902
1334.5668,116.9509,66.7795,5.5082,5.0431,0.007033,0.197866,2.3811,1.0,0.4924,0.7279
1334.7192,116.8035,72.5069,5.6155,5.1771,0.0001,0.210229,2.4432,1.0,0.489,0.8015
1334.8716,120.9295,76.1317,5.1463,4.6827,0.0001,0.217783,2.4382,1.0,0.5058,0.8303
1335.024,125.4307,83.0561,4.6721,4.3051,0.0001,0.236692,2.3807,1.0,0.5757,0.9024
1335.1764,123.7555,80.0523,4.9286,4.517,0.0001,0.259343,2.367,1.0,0.632,0.9888
1335.3288,118.9571,81.0292,5.5876,4.9697,0.0001,0.262276,2.4361,0.9516,0.6375,1.0
1335.4812,115.2215,80.3463,5.8608,5.159,0.0001,0.262276,2.4826,0.9398,0.605,1.0
1335.6336,111.9818,76.3468,6.0917,5.3831,0.0001,0.259646,2.4866,0.9377,0.5597,0.99
1335.786,112.0351,74.847,6.1169,5.4487,0.0001,0.242054,2.4558,0.9648,0.5389,0.9229
1335.9384,115.6214,72.186,5.7566,5.096,0.0001,0.215678,2.3816,1.0,0.5369,0.8223
1336.0908,117.1589,77.9904,5.4828,4.7921,0.018074,0.214205,2.3333,1.0,0.5315,0.7481
1336.2432,120.5076,82.217,5.2966,4.6919,0.067878,0.241678,2.2778,1.0,0.5254,0.6629
1336.3956,121.4458,88.1557,5.4132,4.7597,0.094076,0.255574,2.2608,1.0,0.5135,0.616
1336.548,123.2442,84.1257,5.4389,4.8761,0.109413,0.260118,2.2495,1.0,0.5009,0.5748
1336.7004,124.0225,82.7211,5.4358,4.9045,0.114323,0.258554,2.2508,1.0,0.4884,0.5501
1336.8528,125.1034,75.7598,5.4755,4.9587,0.095506,0.25473,2.2618,1.0,0.5088,0.6073
1337.0052,124.782,77.7935,5.6635,5.2743,0.043662,0.225984,2.2935,1.0,0.5311,0.6954
1337.1576,125.2967,77.1488,5.7159,5.3003,0.025139,0.216781,2.2869,1.0,0.5521,0.731
1337.31,124.7596,82.5314,5.5562,5.1426,0.049815,0.229908,2.2662,1.0,0.5439,0.6869
1337.4624,118.0664,79.6292,5.1991,4.9131,0.093798,0.25864,2.2485,1.0,0.5272,0.6287
1337.6148,114.603,75.9096,5.6745,5.2557,0.083909,0.246168,2.2783,1.0,0.5041,0.6189
1337.7672,110.2809,70.4053,5.88,5.4918,0.034616,0.210632,2.3457,1.0,0.4874,0.6714
1337.9196,105.8499,64.8228,6.6579,6.2817,0.0001,0.208778,2.4663,0.9896,0.4721,0.7959
1338.072,110.9456,67.2176,7.307,6.8004,0.0001,0.225475,2.5127,0.8821,0.4737,0.8596
1338.2244,114.3494,76.18,6.3687,6.151,0.0001,0.207471,2.4458,1.0,0.4824,0.791
1338.3768,118.4751,82.8976,5.8827,5.6248,0.011938,0.202735,2.3723,1.0,0.4978,0.7277
1338.5292,122.361,85.9111,5.7645,5.276,0.068858,0.242566,2.2534,0.9714,0.5402,0.6626
1338.6816,125.6706,85.5218,5.704,5.1525,0.084023,0.253509,2.217,0.9972,0.5551,0.6465
1338.834,128.819,87.9966,5.4955,4.9826,0.129158,0.287892,2.1715,0.9384,0.5637,0.6054
1338.9864,129.2981,86.5944,5.3102,4.8707,0.136465,0.293557,2.1586,0.9365,0.5688,0.5992
1339.1388,130.6993,80.3398,5.0931,4.7364,0.05773,0.235587,2.1563,1.0,0.6078,0.6784
1339.2912,129.5771,72.7342,5.1018,4.7444,0.017237,0.214728,2.163,1.0,0.6393,0.7533
1339.4436,128.6011,71.0191,5.1859,4.8941,0.059199,0.235876,2.1758,1.0,0.5936,0.6739
1339.596,127.9295,73.5742,5.3532,5.0132,0.06173,0.237592,2.222,1.0,0.5636,0.6708
1339.7484,116.917,75.6722,5.6644,5.2332,0.014859,0.212375,2.3593,1.0,0.518,0.7534
1339.9008,117.9352,73.9018,5.6433,5.2472,0.0001,0.223375,2.4489,1.0,0.5093,0.8516
1340.0532,118.2708,69.1595,5.2288,4.949,0.0001,0.24014,2.4215,1.0,0.5567,0.9156
1340.2056,122.2737,67.5049,4.8,4.4802,0.002857,0.222991,2.2844,1.0,0.6053,0.8396
1340.358,126.9569,68.2222,4.6549,4.2846,0.000312,0.244873,2.1841,1.0,0.7116,0.9328
1340.5104,124.5072,72.437,4.5684,4.2349,0.0001,0.262276,2.1334,1.0,0.9035,1.0
1340.6628,122.8544,70.9005,4.7978,4.4584,0.0001,0.262276,2.1762,1.0,0.8112,1.0
1340.8152,114.7152,73.0391,5.4313,4.9853,0.000957,0.233858,2.2868,1.0,0.627,0.8883
1340.9676,112.3921,71.2321,5.7987,5.3489,0.003605,0.212333,2.3462,1.0,0.5464,0.7961
1341.12,112.8312,76.7852,5.8148,5.3968,0.023526,0.214746,2.3413,1.0,0.5177,0.7294
1341.2724,115.013,79.3511,5.4883,5.2323,0.060172,0.236846,2.2967,1.0,0.5189,0.6739
1341.4248,123.9483,81.323,5.224,4.887,0.015326,0.218363,2.2272,1.0,0.6097,0.7744
1341.5772,125.779,78.5914,5.2543,4.7313,0.000386,0.253265,2.2217,0.9893,0.7035,0.9645
1341.7296,118.7084,74.5323,4.9532,4.5312,0.0001,0.262276,2.4509,0.9987,0.7287,1.0
1341.882,103.9311,71.0278,5.1998,4.8182,0.0001,0.262276,2.6743,0.9824,0.6405,1.0
1342.0344,103.8449,66.4949,5.939,5.5264,0.0001,0.262276,2.9501,0.9232,0.5487,1.0
1342.1868,105.2362,65.1214,5.7375,5.4178,0.0001,0.262276,2.885,0.8385,0.5407,1.0
1342.3392,118.2087,68.534,4.9323,4.5155,0.0001,0.258433,2.4899,1.0,0.5854,0.9853
1342.4916,130.4745,72.8423,4.5162,4.1689,0.006894,0.218886,2.2559,1.0,0.6081,0.8086
1342.644,135.8454,77.8359,4.5822,4.3627,0.031602,0.221087,2.1108,1.0,0.6571,0.7227
1342.7964,132.5821,82.4453,4.8113,4.5374,0.004168,0.220158,2.1265,0.9491,0.6954,0.8238
1342.9488,128.2616,77.6328,5.0953,4.756,0.02591,0.217799,2.1623,0.914,0.6295,0.7319
1343.1012,127.3568,77.1104,5.3549,4.875,0.070023,0.243365,2.1829,0.8217,0.5832,0.6612
1343.2536,126.8982,75.4032,5.3652,4.8305,0.060586,0.236829,2.1949,0.8367,0.581,0.6722
1343.406,127.4472,80.2156,5.1464,4.6112,0.032494,0.219816,2.2026,0.9247,0.5964,0.7145
1343.5584,128.2071,79.0797,5.0783,4.5412,0.04317,0.225705,2.202,0.9088,0.5881,0.6962
1343.7108,129.1922,82.4071,5.0937,4.4847,0.085191,0.254407,2.1918,0.8388,0.5702,0.6454
1343.8632,129.8145,85.4801,5.0818,4.459,0.053066,0.231993,2.1858,0.8965,0.5915,0.6825
1344.0156,128.0549,87.413,4.9899,4.4935,0.004224,0.21952,2.1851,0.9643,0.6579,0.8212
1344.168,126.9147,82.2805,5.1215,4.653,0.00452,0.219023,2.1923,0.9433,0.652,0.8182
1344.3204,124.6977,73.4008,5.3306,4.7816,0.020927,0.215174,2.2109,0.916,0.6038,0.7409
1344.4728,121.5887,73.7013,5.4616,4.872,0.02849,0.217973,2.2336,0.8975,0.5811,0.7227
1344.6252,118.7127,78.8661,5.6765,5.018,0.089298,0.254602,2.2636,0.7841,0.5187,0.6305
1344.7776,118.8498,82.622,5.8272,5.1693,0.087336,0.248517,2.2738,0.7753,0.5049,0.6148
1344.93,121.0747,84.6686,5.5013,4.9862,0.112209,0.264262,2.2421,0.793,0.508,0.58
1345.0824,124.8032,85.1388,5.2081,4.7601,0.128845,0.273662,2.2226,0.8081,0.5069,0.5524
1345.2348,125.9635,83.329,5.0083,4.5406,0.131322,0.275853,2.2184,0.8581,0.509,0.5513
1345.3872,125.6027,80.0416,5.0467,4.5557,0.121079,0.272158,2.227,0.8396,0.5155,0.5762
1345.5396,123.7796,75.821,5.2395,4.7898,0.118686,0.26978,2.2314,0.8141,0.5128,0.5763
1345.692,124.1329,76.8405,5.3326,4.7833,0.129126,0.274429,2.2212,0.7927,0.5086,0.5542
1345.8444,125.1299,81.2971,5.5726,4.8667,0.140311,0.277467,2.2135,0.7482,0.4987,0.5231
1345.9968,125.8983,81.6021,5.4627,5.1402,0.136174,0.278631,2.2126,0.7272,0.5088,0.5434
1346.1492,126.6157,76.2718,4.7043,4.5694,0.132036,0.277519,2.2155,0.8529,0.5125,0.5549
1346.3016,124.7916,74.8928,4.3727,4.4503,0.137264,0.276856,2.2152,0.9978,0.502,0.5324
1346.454,121.3716,76.4293,5.8517,5.2498,0.132966,0.270166,2.2272,0.8043,0.4902,0.5233
1346.6064,111.7522,73.9985,9.2292,7.5138,0.08868,0.23333,2.2968,0.6288,0.4607,0.5517
1346.7588,109.5688,65.8039,11.7508,11.141,0.062356,0.210615,2.3384,0.6513,0.4416,0.5655
1346.9112,109.062,54.8248,14.4691,14.3345,0.080234,0.222683,2.3153,0.6185,0.4453,0.5433
1347.0636,109.2958,54.002,13.4296,13.8839,0.145376,0.255528,2.2474,0.6011,0.4287,0.4201
1347.216,117.5896,64.051,12.4589,11.4839,0.214136,0.294279,2.1673,0.5028,0.4238,0.3057
1347.3684,118.7147,71.5357,9.6135,8.547,0.200813,0.288702,2.1798,0.5803,0.4301,0.3352
1347.5208,119.5784,84.3277,6.3952,5.8379,0.134837,0.273431,2.2214,0.8534,0.4963,0.5286
1347.6732,120.6873,86.3804,5.7087,5.3299,0.109155,0.267041,2.2383,0.7824,0.5209,0.6022
1347.8256,121.6624,88.3664,5.7341,5.165,0.109095,0.266515,2.2392,0.7352,0.5195,0.6004
1347.978,121.2035,86.0331,5.8493,5.1065,0.120856,0.269832,2.2308,0.7557,0.5094,0.5682
1348.1304,122.1756,86.2095,5.9539,5.2815,0.117312,0.273901,2.2251,0.7457,0.5267,0.5973
1348.2828,122.2459,85.6974,6.1384,5.3952,0.125222,0.27482,2.2216,0.7372,0.5162,0.5706
1348.4352,123.4539,87.3054,6.4033,5.6744,0.107112,0.269911,2.212,0.7009,0.5461,0.621
1348.5876,123.8126,85.8099,6.5357,5.8406,0.136759,0.284438,2.203,0.6544,0.5242,0.5633
1348.74,122.7456,80.0323,5.8369,5.3237,0.112467,0.27488,2.2017,0.733,0.5517,0.6195
1348.8924,122.387,78.116,5.4582,4.9587,0.130234,0.283642,2.206,0.7733,0.5327,0.5851
1349.0448,122.8353,80.8934,5.373,4.8996,0.098293,0.264172,2.2066,0.794,0.555,0.6327
1349.1972,122.6024,83.7957,5.2987,4.9004,0.089761,0.257753,2.202,0.8039,0.5617,0.6408
1349.3496,123.0439,85.0145,5.5247,5.0348,0.118801,0.279394,2.2028,0.762,0.5477,0.6125
1349.502,122.3383,84.2398,5.8602,5.3461,0.125831,0.280184,2.2127,0.688,0.5303,0.5887
1349.6544,119.7936,79.8342,6.0818,5.7404,0.11255,0.266835,2.2378,0.7213,0.5147,0.5885
1349.8068,117.9952,76.5358,7.5418,6.7422,0.085298,0.247574,2.2758,0.6695,0.5055,0.6186
1349.9592,118.8412,73.6153,7.6574,6.6972,0.086944,0.248673,2.2734,0.7662,0.5038,0.612
1350.1116,122.2902,77.4586,6.0613,5.3254,0.110071,0.26858,2.2352,0.8121,0.5217,0.5998
1350.264,125.2507,76.9864,5.3918,4.8066,0.112961,0.276057,2.2064,0.9301,0.5477,0.6172
1350.4164,127.8291,80.043,4.9244,4.4164,0.04207,0.226825,2.1864,1.0,0.5991,0.6992
1350.5688,128.2083,78.0306,5.0527,4.5681,0.097369,0.265059,2.1912,0.938,0.5654,0.6346
1350.7212,126.9227,80.316,5.2236,4.7329,0.136012,0.289994,2.1938,0.8635,0.5391,0.5827
1350.8736,125.9536,81.511,5.3767,4.826,0.138471,0.289941,2.1933,0.8615,0.5349,0.5732
1351.026,125.6339,86.8586,5.5375,4.9301,0.115707,0.278847,2.1917,0.8659,0.5569,0.6174
1351.1784,124.5411,86.7239,5.5489,4.9595,0.067286,0.242989,2.199,0.9667,0.575,0.6649
1351.3308,122.0117,85.3124,5.5525,5.0102,0.128714,0.278136,2.215,0.8667,0.5178,0.5655
1351.4832,120.0533,84.7992,5.6944,5.0782,0.129797,0.271084,2.2262,0.8984,0.4963,0.5347
1351.6356,119.5626,77.5656,6.024,5.347,0.121441,0.264886,2.2384,0.8608,0.4926,0.5428
1351.788,119.624,76.3282,6.2193,5.5556,0.099132,0.264821,2.2399,0.8112,0.5317,0.627
1351.9404,121.1658,77.7352,5.7019,5.1462,0.066006,0.241997,2.2304,0.9151,0.5561,0.666
1352.0928,122.6808,83.0713,5.4648,4.9908,0.090053,0.259313,2.2246,0.923,0.5476,0.6405
1352.2452,123.4305,84.8153,5.402,5.0164,0.112173,0.275696,2.2218,0.9127,0.539,0.6188
1352.3976,123.9198,80.7764,5.556,5.1884,0.106625,0.271806,2.2199,0.8924,0.5431,0.6251
1352.55,119.9031,73.7569,5.8862,5.3756,0.066244,0.238953,2.2864,0.9549,0.5156,0.6536
1352.7024,112.1491,69.0119,6.0739,5.5431,0.035988,0.205951,2.3559,0.9378,0.4677,0.6432
1352.8548,110.9412,66.4811,6.7653,6.0764,0.0001,0.211919,2.4588,0.8937,0.4794,0.8016
1353.0072,111.1701,67.5494,6.1995,6.0079,0.0001,0.244233,2.5342,0.7902,0.4909,0.9239
1353.1596,113.5053,70.7931,5.7206,5.4228,0.0001,0.244317,2.4646,0.8424,0.5341,0.9242
1353.312,121.9431,79.8978,5.4587,4.7238,0.033878,0.222512,2.307,0.9807,0.5315,0.7139
1353.4644,125.063,79.8254,5.4194,4.6977,0.098433,0.265111,2.2351,0.8892,0.5364,0.6308
1353.6168,125.5713,82.1082,5.39,4.6408,0.084735,0.25548,2.2085,0.9542,0.5602,0.6462
1353.7692,125.085,80.6113,5.3293,4.6312,0.127766,0.284864,2.1996,0.8991,0.5412,0.5945
1353.9216,124.039,78.8777,5.2735,4.6839,0.125849,0.286588,2.1831,0.8791,0.5579,0.6083
1354.074,123.1261,78.6168,5.3197,4.7908,0.12958,0.289473,2.1815,0.8549,0.5574,0.6051
1354.2264,123.1911,76.8229,5.3427,4.9593,0.05017,0.23189,2.2014,0.9779,0.5844,0.6877
1354.3788,123.4097,77.372,5.343,4.8926,0.111379,0.275315,2.2088,0.8985,0.5478,0.6204
1354.5312,124.5398,73.6956,5.2244,4.7394,0.134288,0.282441,2.2066,0.8896,0.5208,0.5607
1354.6836,124.9634,73.3904,5.1729,4.6482,0.140546,0.288823,2.1946,0.8909,0.5284,0.5611
1354.836,122.308,77.1528,5.1613,4.7563,0.09374,0.256597,2.2588,0.9665,0.5149,0.6163
1354.9884,111.7332,74.4545,5.4305,4.9948,0.005821,0.212617,2.386,1.0,0.5154,0.7826
1355.1408,106.1232,74.0405,6.6196,5.8571,0.0001,0.251178,2.6108,0.7889,0.4561,0.9502
1355.2932,107.7206,70.9283,7.6602,6.4448,0.0001,0.262931,2.6366,0.6835,0.4613,0.9946
1355.4456,114.6199,73.8738,6.7656,5.6701,0.012168,0.216719,2.3996,0.9477,0.5029,0.7741
1355.598,125.9157,76.0931,6.0104,5.126,0.093889,0.262298,2.2277,0.9938,0.5442,0.6373
1355.7504,130.7462,74.5104,5.7584,4.7723,0.161388,0.308755,2.1569,0.8361,0.55,0.5577
1355.9028,131.9666,80.2712,5.303,4.4806,0.057024,0.235836,2.1404,1.0,0.6168,0.6767
1356.0552,131.4411,81.3392,5.276,4.6367,0.035039,0.222763,2.1449,1.0,0.6301,0.7104
1356.2076,128.1283,88.3878,5.5688,4.8545,0.035038,0.223079,2.198,1.0,0.5978,0.7116
1356.36,123.8607,80.5462,5.6985,5.3928,0.004147,0.221674,2.3614,0.9752,0.5499,0.8232
1356.5124,114.6857,66.6059,7.348,7.2418,0.0001,0.261582,2.6129,0.774,0.4761,0.9895
1356.6648,112.0849,58.9532,9.018,9.4571,0.0001,0.264349,2.643,0.6746,0.4988,1.0
1356.8172,110.0236,65.1506,7.4783,8.1756,0.000505,0.237442,2.4237,0.7856,0.5463,0.8966
1356.9696,115.8738,73.8573,6.0137,6.9448,0.012168,0.217754,2.2652,0.9655,0.5879,0.778
1357.122,124.0127,80.7061,5.2668,5.9233,0.079049,0.252124,2.1976,0.977,0.5712,0.655
1357.2744,115.9695,76.0247,5.4481,6.365,0.015056,0.217991,2.3209,0.9687,0.5487,0.768
1357.4268,110.0188,63.9644,5.6188,6.9541,0.0001,0.263303,2.5752,0.8333,0.5101,0.996
1357.5792,107.9733,59.5258,5.6048,6.9752,0.0001,0.264349,2.6771,0.8062,0.509,1.0
1357.7316,107.8563,60.2826,5.6821,6.5279,0.0001,0.255427,2.5361,0.8356,0.5207,0.9662
1357.884,112.4954,65.5855,5.8715,6.5527,0.000741,0.205678,2.3892,0.9575,0.51,0.7755
